date;temperaturemin;temperaturemax;precipitation;snowfall;snowdepth;avgwindspeed;fastest2minwinddir;fastest2minwindspeed;fastest5secwinddir;fastest5secwindspeed;fog;fogheavy;mist;rain;fogground;ice;glaze;drizzle;snow;freezingrain;smokehaze;thunder;highwind;hail;blowingsnow;dust;freezingfog
2011-09-20;64.0;78.1;0.0;0.0;0.0;1.34;130;6.93;130;8.95;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-09-25;70.0;80.1;0.0;0.0;0.0;5.82;150;17.9;170;23.94;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2011-09-27;73.0;87.1;0.0;0.0;0.0;7.61;210;12.97;190;17.0;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-09-28;66.9;82.9;0.78;0.0;0.0;4.25;250;21.92;240;27.96;Yes;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2011-10-09;52.0;77.0;0.0;0.0;0.0;6.26;50;16.11;50;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-10-12;63.0;78.1;0.09;0.0;0.0;4.25;90;12.97;120;16.11;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2011-10-14;53.1;73.9;0.0;0.0;0.0;9.62;260;19.91;270;31.99;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-10-17;55.0;84.9;0.0;0.0;0.0;8.72;220;19.91;210;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-10-25;45.0;71.1;0.0;0.0;0.0;1.12;30;10.07;30;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-11-02;34.0;64.0;0.0;0.0;0.0;0.67;120;6.93;30;10.07;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-11-09;39.0;71.1;0.0;0.0;0.0;0.22;230;6.04;130;6.93;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-11-13;39.9;66.9;0.0;0.0;0.0;10.51;240;21.92;240;27.96;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-11-14;55.9;75.9;0.0;0.0;0.0;12.97;240;23.94;240;29.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-11-20;46.0;73.9;0.0;0.0;0.0;6.49;230;19.91;210;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-11-27;51.1;75.0;0.0;0.0;0.0;8.95;230;19.91;230;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-12-03;35.1;57.0;0.0;0.0;0.0;4.92;90;14.09;50;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-12-08;33.1;51.1;0.0;0.0;0.0;2.46;320;10.07;310;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-12-17;30.9;48.9;0.09;0.0;0.0;3.36;30;12.08;10;17.9;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2011-12-18;27.0;48.9;0.0;0.0;0.0;2.01;360;12.97;20;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2011-12-30;36.0;62.1;0.0;0.0;0.0;9.4;220;19.91;210;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-01-04;19.0;44.1;0.0;0.0;0.0;6.04;230;16.11;210;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-01-07;39.0;72.0;0.0;0.0;0.0;6.04;240;14.09;230;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-01-09;43.0;48.9;0.28;0.0;0.0;3.58;100;8.95;140;14.99;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2012-01-13;30.0;55.0;0.0;0.0;0.0;11.86;240;31.09;240;40.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-01-14;23.0;46.0;0.0;0.0;0.0;5.14;230;17.9;300;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-01-15;30.0;44.1;0.0;0.0;0.0;3.58;10;14.09;40;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-01-24;43.0;64.0;0.0;0.0;0.0;4.25;230;10.07;260;12.97;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-01-26;39.9;69.1;0.0;0.0;0.0;6.71;190;23.04;200;33.11;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-02-05;32.0;50.0;0.15;0.0;0.0;5.59;40;14.99;40;19.91;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-02-10;28.9;50.0;0.0;0.0;0.0;3.58;230;12.08;230;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-02-21;28.0;57.9;0.0;0.0;0.0;7.16;220;17.9;190;25.95;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-02-23;45.0;73.9;0.2;0.0;0.0;8.5;300;23.94;290;44.07;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-03-01;52.0;80.1;0.01;0.0;0.0;9.62;240;25.05;240;31.09;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-03-09;39.9;61.0;0.28;0.0;0.0;5.14;360;14.99;10;27.96;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-03-10;39.0;57.0;0.0;0.0;0.0;5.59;60;14.99;30;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-03-16;57.9;80.1;0.19;0.0;0.0;4.7;240;12.08;350;17.0;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-03-17;57.9;79.0;0.1;0.0;0.0;3.8;50;12.97;130;17.9;Yes;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-04-01;48.9;69.1;0.0;0.0;0.0;6.26;50;21.03;50;25.95;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-04-03;42.1;77.0;0.0;0.0;0.0;5.59;220;17.0;220;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-04-05;46.9;63.0;0.17;0.0;0.0;7.61;100;16.11;80;21.92;Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-04-07;37.0;68.0;0.0;0.0;0.0;3.13;260;12.08;290;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-04-09;45.0;73.9;0.0;0.0;0.0;6.49;230;21.92;230;31.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-04-13;36.0;69.1;0.0;0.0;0.0;2.01;260;8.05;350;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-04-15;57.9;81.0;0.0;0.0;0.0;12.3;230;21.92;220;29.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-04-26;55.9;77.0;0.38;0.0;0.0;9.62;230;21.92;260;33.11;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-04-30;61.0;80.1;0.0;0.0;0.0;7.16;200;16.11;210;19.91;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-05-03;64.0;91.0;0.0;0.0;0.0;4.92;280;10.07;270;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-05-05;64.0;84.0;1.58;0.0;0.0;4.47;40;14.09;40;21.92;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-05-06;61.0;73.0;0.01;0.0;0.0;7.16;40;14.99;40;19.91;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-05-25;62.1;88.0;0.0;0.0;0.0;3.58;80;12.08;60;14.99;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-06-03;52.0;81.0;0.0;0.0;0.0;5.37;240;17.0;240;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-06-05;57.0;75.9;0.0;0.0;0.0;6.93;50;16.11;90;21.03;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-06-13;63.0;84.0;0.28;0.0;0.0;6.04;50;17.0;40;23.94;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-06-15;59.0;80.1;0.0;0.0;0.0;8.05;50;17.0;50;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-06-19;66.9;91.9;0.0;0.0;0.0;5.14;250;12.97;260;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-06-22;71.1;95.0;0.1;0.0;0.0;6.04;320;17.0;310;29.08;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-06-27;55.0;87.1;0.0;0.0;0.0;3.13;20;14.09;10;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-06-30;70.0;105.1;0.0;0.0;0.0;4.7;240;14.09;290;21.92;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-07-08;75.9;105.1;0.0;0.0;0.0;8.28;220;14.99;230;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-07-13;72.0;88.0;0.0;0.0;0.0;3.8;150;10.07;;;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-07-19;75.9;99.0;0.0;0.0;0.0;9.62;230;17.9;140;36.01;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-07-20;73.9;95.0;0.14;0.0;0.0;6.71;210;29.08;210;44.07;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-07-24;73.0;96.1;0.01;0.0;0.0;6.26;270;23.94;280;38.03;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-07-30;71.1;89.1;0.0;0.0;0.0;5.59;130;21.92;140;27.96;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-08-17;64.9;91.9;0.0;0.0;0.0;4.03;240;16.11;270;25.05;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-08-18;66.9;86.0;0.0;0.0;0.0;4.92;50;12.08;50;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-08-25;63.0;72.0;0.41;0.0;0.0;3.58;340;12.08;350;17.9;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-09-07;71.1;84.9;0.0;0.0;0.0;2.91;80;8.95;100;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-09-08;69.1;90.0;0.31;0.0;0.0;6.04;230;17.9;310;27.96;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-09-13;55.0;80.1;0.0;0.0;0.0;3.58;70;12.08;40;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-09-22;63.0;84.9;0.0;0.0;0.0;8.95;240;21.03;180;25.05;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-09-24;51.1;72.0;0.0;0.0;0.0;3.13;40;12.08;50;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-09-26;54.0;82.9;0.0;0.0;0.0;3.8;210;12.97;210;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-09-27;59.0;84.9;0.0;0.0;0.0;1.79;230;10.07;260;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-10-01;61.0;66.9;0.14;0.0;0.0;4.7;80;12.08;70;14.99;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2012-10-04;64.0;79.0;0.0;0.0;0.0;2.91;240;8.95;270;14.99;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-10-24;51.1;82.0;0.0;0.0;0.0;2.24;240;8.95;230;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-10-28;51.1;64.0;0.03;0.0;0.0;9.84;40;17.9;330;25.95;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2012-11-04;42.1;55.0;0.0;0.0;0.0;5.59;40;12.97;50;16.11;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-11-05;37.0;55.0;0.0;0.0;0.0;4.7;40;12.97;50;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-11-06;33.1;46.9;0.0;0.0;0.0;5.59;50;16.11;40;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-11-24;32.0;55.0;0.0;0.0;0.0;5.59;330;14.09;300;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-11-28;28.9;53.1;0.0;0.0;0.0;2.24;340;10.07;40;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-12-04;48.9;71.1;0.0;0.0;0.0;5.14;240;16.11;250;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-12-05;44.1;64.9;0.0;0.0;0.0;5.14;230;12.97;20;17.9;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-12-06;37.0;51.1;0.0;0.0;0.0;6.71;70;14.99;80;19.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-12-20;39.9;62.1;0.42;0.0;0.0;10.07;180;29.08;170;44.07;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-12-27;34.0;50.0;0.0;0.0;0.0;7.38;290;14.99;290;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-01-01;43.0;50.0;0.21;0.0;0.0;6.49;220;19.91;220;23.94;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-01-07;28.9;52.0;0.0;0.0;0.0;2.24;50;14.99;50;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-01-11;41.0;51.1;0.22;0.0;0.0;3.13;70;10.07;90;14.09;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2013-01-12;48.9;71.1;0.0;0.0;0.0;2.01;130;8.05;140;12.08;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-01-16;42.1;50.0;0.18;0.0;0.0;2.46;20;8.05;170;12.97;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2013-01-19;26.1;54.0;0.0;0.0;0.0;3.58;210;12.08;210;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-01-20;35.1;63.0;0.0;0.0;0.0;6.49;280;14.99;280;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-01-25;19.9;28.0;0.32;0.2;0.0;3.8;230;12.08;140;21.03;No;No;No;Yes;No;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No
2013-01-28;32.0;51.1;0.01;0.0;0.0;6.26;230;14.09;230;16.11;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2013-01-31;33.1;63.0;0.09;0.0;0.0;13.2;230;29.97;250;40.94;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-01;26.1;39.9;0.0;0.0;0.0;9.4;290;21.92;320;36.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-02;19.0;45.0;0.0;0.0;0.0;6.04;240;19.91;250;27.96;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-03;35.1;50.0;0.0;0.0;0.0;5.37;240;16.11;300;21.92;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-04;26.1;48.9;0.0;0.0;0.0;4.7;220;12.97;320;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-06;30.0;62.1;0.0;0.0;0.0;3.13;110;12.08;90;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-20;27.0;52.0;0.0;0.0;0.0;5.14;260;16.11;260;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-22;32.0;42.1;0.36;0.0;0.0;4.92;90;16.11;100;21.92;No;No;Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No
2013-03-06;37.0;46.0;0.01;0.0;0.0;10.74;320;21.92;330;38.03;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-03-12;48.0;69.1;0.65;0.0;0.0;9.84;200;23.04;190;33.11;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-03-13;34.0;57.9;0.0;0.0;0.0;6.93;300;17.9;250;29.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-03-17;39.0;61.0;0.0;0.0;0.0;10.29;50;19.91;50;25.05;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-03-23;35.1;55.0;0.0;0.0;0.0;1.12;30;6.93;130;10.07;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-03-28;28.0;55.9;0.0;0.0;0.0;4.7;290;14.99;360;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-03-31;48.0;68.0;0.87;0.0;0.0;8.5;230;23.04;230;27.96;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-04-03;39.0;60.1;0.0;0.0;0.0;4.25;40;12.97;340;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-04-10;60.1;84.9;0.0;0.0;0.0;11.41;230;19.91;230;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-04-16;57.9;75.9;0.0;0.0;0.0;3.13;200;8.95;160;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-04-24;48.9;77.0;0.0;0.0;0.0;9.84;230;23.04;230;31.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-05-16;62.1;84.0;0.0;0.0;0.0;6.49;240;14.99;230;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-05-19;64.0;78.1;0.54;0.0;0.0;6.49;200;17.0;190;25.05;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-06-16;62.1;87.1;0.0;0.0;0.0;10.29;230;19.91;220;27.96;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-06-18;69.1;84.9;0.14;0.0;0.0;8.5;230;21.92;220;27.96;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-06-23;66.9;86.0;0.04;0.0;0.0;3.58;190;12.08;200;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-06-27;66.9;89.1;0.0;0.0;0.0;9.62;240;19.91;240;23.94;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-06-29;68.0;86.0;0.1;0.0;0.0;5.82;220;12.97;190;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-07-03;73.0;84.9;0.0;0.0;0.0;6.93;250;14.99;180;19.91;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2013-07-07;70.0;89.1;0.0;0.0;0.0;7.38;220;16.11;250;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-07-08;72.0;90.0;0.0;0.0;0.0;5.14;170;14.09;200;18.12;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2013-07-11;72.0;84.0;0.2;0.0;0.0;6.71;240;14.99;230;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-07-17;73.9;93.0;0.0;0.0;0.0;2.68;80;12.97;360;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-07-18;73.0;93.0;0.0;0.0;0.0;2.46;220;12.08;210;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-07-19;75.0;91.9;0.0;0.0;0.0;9.84;230;18.12;230;23.04;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-07-22;72.0;91.0;0.0;0.0;0.0;6.71;230;18.12;230;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-07-30;62.1;87.1;0.0;0.0;0.0;2.24;90;10.07;130;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-07-31;70.0;82.9;0.51;0.0;0.0;4.92;220;25.05;220;31.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-08-09;73.9;91.9;0.0;0.0;0.0;9.62;230;19.91;250;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-08-19;66.9;75.0;0.6;0.0;0.0;1.57;140;16.11;150;19.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-08-26;55.0;82.9;0.0;0.0;0.0;1.34;60;8.05;120;12.08;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-08-31;68.0;90.0;0.0;0.0;0.0;5.82;230;14.99;210;19.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-09-07;59.0;82.0;0.0;0.0;0.0;1.12;210;8.95;200;18.12;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-09-09;64.0;87.1;0.0;0.0;0.0;3.36;90;14.99;150;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-09-11;68.0;91.0;0.0;0.0;0.0;5.14;160;14.09;180;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-09-12;70.0;90.0;0.0;0.0;0.0;6.04;230;12.97;230;21.92;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2013-09-17;57.9;75.9;0.0;0.0;0.0;8.5;50;18.12;40;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-09-20;62.1;72.0;0.19;0.0;0.0;3.8;170;10.07;150;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-09-23;54.0;73.0;0.0;0.0;0.0;3.8;80;14.09;40;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-10-01;51.1;82.0;0.0;0.0;0.0;1.12;270;8.95;250;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-10-06;63.0;84.9;0.0;0.0;0.0;6.71;170;14.09;130;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-10-10;53.1;61.0;0.14;0.0;0.0;5.82;360;12.97;360;18.12;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-10-12;61.0;69.1;0.01;0.0;0.0;3.58;10;8.95;10;14.09;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-10-15;54.0;71.1;0.0;0.0;0.0;5.14;40;12.97;40;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-10-21;39.0;68.0;0.0;0.0;0.0;0.45;180;8.05;170;10.07;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-10-27;39.9;69.1;0.0;0.0;0.0;2.46;230;12.08;230;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-11-04;35.1;55.0;0.0;0.0;0.0;6.49;50;16.11;50;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-11-20;37.0;52.0;0.0;0.0;0.0;8.5;60;19.91;60;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-11-21;41.0;62.1;0.0;0.0;0.0;3.8;40;12.08;50;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-11-23;43.0;61.0;0.01;0.0;0.0;3.8;330;10.07;320;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-12-03;33.1;57.9;0.0;0.0;0.0;2.91;180;10.07;200;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-12-04;53.1;64.0;0.0;0.0;0.0;3.36;210;10.07;210;12.97;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-12-07;42.1;69.1;0.11;0.0;0.0;10.74;230;18.12;30;23.94;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-12-09;34.0;46.0;0.17;0.0;0.0;2.68;180;10.07;180;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-12-16;28.2;54.0;0.0;0.0;0.0;4.47;220;12.08;220;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-12-23;46.9;68.0;1.95;0.0;0.0;8.05;240;21.92;230;29.97;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-12-25;23.2;39.9;0.0;0.0;0.0;2.68;40;12.08;50;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-12-31;32.0;51.1;0.0;0.0;0.0;3.8;270;12.97;270;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2014-01-01;29.1;51.1;0.0;0.0;0.0;2.46;200;8.95;210;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2014-01-07;9.1;25.2;0.0;0.0;0.0;7.61;300;16.11;320;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2014-01-08;15.3;43.0;0.0;0.0;0.0;2.91;220;10.07;210;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2014-01-09;25.2;54.0;0.0;0.0;0.0;2.46;110;8.95;120;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2014-01-14;37.9;54.0;0.3;0.0;0.0;2.91;190;12.08;320;16.11;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2014-01-16;32.0;44.1;0.07;0.0;0.0;3.8;270;12.08;280;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2014-01-24;11.1;27.1;0.0;0.0;0.0;6.26;10;14.09;20;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2014-01-25;18.1;39.9;0.0;0.0;0.0;15.21;230;25.05;230;33.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2014-02-03;39.9;64.0;0.18;0.0;0.0;9.62;230;21.03;220;29.97;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2014-02-09;29.1;55.0;0.0;0.0;0.0;3.13;230;14.99;220;19.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2014-02-13;30.2;36.0;0.39;0.39;1.18;6.71;30;16.11;30;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2014-02-15;32.0;45.0;0.27;0.0;0.0;6.49;290;21.92;290;36.01;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
